abhlth,abrape,conmedic,abimp,marital,childs
yes,yes,,,divorced,2.0
,,a great deal,,separated,5.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,3.0
yes,yes,only some,,separated,7.0
no,no,,,married,0.0
yes,yes,only some,,married,2.0
yes,yes,,,never married,0.0
,,a great deal,,married,1.0
yes,yes,,,separated,3.0
,,only some,,widowed,3.0
yes,yes,a great deal,,never married,1.0
yes,yes,,,married,0.0
,,only some,,married,2.0
yes,yes,only some,,married,2.0
yes,yes,,,never married,1.0
,,only some,,widowed,1.0
,,hardly any,,widowed,1.0
yes,yes,a great deal,,married,2.0
yes,yes,,,widowed,1.0
,,hardly any,,married,4.0
yes,yes,only some,,married,1.0
yes,yes,,,married,2.0
,,only some,,divorced,2.0
yes,yes,a great deal,,never married,1.0
,,a great deal,,married,1.0
yes,yes,,,never married,0.0
,,only some,,married,1.0
yes,yes,a great deal,,never married,0.0
yes,yes,only some,,married,4.0
yes,yes,,,married,2.0
,,only some,,married,2.0
yes,yes,a great deal,,married,2.0
yes,no,,,married,3.0
,,a great deal,,widowed,
yes,yes,,,married,2.0
,,a great deal,,married,2.0
yes,yes,,,married,0.0
,,a great deal,,married,2.0
yes,no,,,married,2.0
yes,yes,hardly any,,never married,0.0
yes,yes,,,widowed,3.0
,,only some,,married,3.0
yes,yes,,,married,3.0
yes,no,a great deal,,never married,0.0
yes,yes,,,divorced,0.0
yes,yes,,,married,4.0
,,only some,,widowed,0.0
no,no,only some,,married,2.0
yes,yes,,,married,3.0
,,a great deal,,married,3.0
yes,yes,a great deal,,never married,0.0
no,yes,,,married,3.0
,,a great deal,,separated,1.0
yes,yes,only some,,married,2.0
yes,yes,,,married,2.0
,,only some,,married,3.0
yes,yes,only some,,married,4.0
yes,yes,,,married,2.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,1.0
,,a great deal,,married,3.0
yes,yes,a great deal,,married,1.0
yes,yes,,,married,2.0
,,hardly any,,never married,0.0
yes,yes,a great deal,,married,3.0
yes,yes,only some,,never married,0.0
yes,yes,,,married,1.0
,,only some,,married,2.0
yes,yes,a great deal,,married,1.0
yes,yes,,,married,2.0
,,only some,,married,0.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,2.0
,,only some,,married,4.0
yes,yes,only some,,married,2.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,2.0
,,a great deal,,married,1.0
no,no,hardly any,,married,1.0
yes,yes,,,married,2.0
,,a great deal,,married,1.0
yes,yes,only some,,never married,0.0
yes,yes,,,married,2.0
,,a great deal,,married,0.0
yes,yes,,,married,3.0
,,only some,,married,1.0
,,hardly any,,married,3.0
no,no,,,never married,2.0
,,,,never married,0.0
yes,yes,,,never married,2.0
,,only some,,never married,2.0
yes,yes,only some,,married,2.0
yes,yes,,,never married,0.0
,,a great deal,,married,0.0
yes,yes,only some,,married,6.0
yes,yes,,,married,2.0
,,a great deal,,divorced,2.0
yes,yes,only some,,married,0.0
,,a great deal,,married,3.0
yes,yes,only some,,divorced,1.0
yes,yes,,,never married,0.0
,,only some,,never married,0.0
yes,,only some,,married,3.0
yes,yes,,,never married,0.0
,,only some,,married,2.0
yes,yes,,,married,0.0
yes,yes,only some,,never married,0.0
yes,yes,,,never married,1.0
yes,yes,a great deal,,divorced,1.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,widowed,5.0
,,only some,,widowed,3.0
no,no,,,widowed,4.0
yes,yes,,,widowed,4.0
no,no,hardly any,,never married,1.0
yes,yes,,,never married,0.0
,,only some,,married,3.0
yes,yes,,,divorced,2.0
,,only some,,never married,2.0
yes,yes,a great deal,,never married,3.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,widowed,5.0
yes,yes,,,never married,1.0
,,only some,,married,2.0
yes,yes,,,divorced,1.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,3.0
,,only some,,married,3.0
,,only some,,never married,0.0
yes,yes,a great deal,,married,4.0
yes,yes,,,married,0.0
yes,yes,,,never married,0.0
no,yes,only some,,married,3.0
yes,yes,a great deal,,married,1.0
yes,yes,,,married,2.0
,,only some,,never married,0.0
yes,yes,a great deal,,married,1.0
yes,yes,,,never married,0.0
,,a great deal,,divorced,2.0
yes,yes,only some,,never married,0.0
yes,yes,,,widowed,1.0
,,only some,,never married,0.0
yes,yes,only some,,married,3.0
,,hardly any,,married,2.0
yes,yes,a great deal,,married,2.0
,,only some,,married,2.0
yes,yes,,,married,1.0
,,only some,,married,3.0
yes,no,only some,,married,3.0
yes,yes,,,divorced,7.0
no,no,,,divorced,1.0
,,hardly any,,married,2.0
no,no,a great deal,,widowed,4.0
yes,yes,,,married,2.0
,,a great deal,,married,2.0
yes,yes,a great deal,,married,0.0
yes,yes,,,married,2.0
yes,no,a great deal,,married,3.0
yes,yes,,,never married,0.0
yes,yes,hardly any,,married,1.0
yes,yes,,,divorced,1.0
yes,yes,a great deal,,married,0.0
,,only some,,widowed,1.0
yes,yes,,,divorced,2.0
,,only some,,widowed,5.0
yes,yes,,,separated,0.0
,,a great deal,,divorced,2.0
,,only some,,married,2.0
yes,no,,,married,3.0
,,a great deal,,married,3.0
yes,yes,,,married,2.0
,,a great deal,,married,2.0
yes,no,a great deal,,married,2.0
,,a great deal,,married,1.0
yes,yes,a great deal,,married,0.0
yes,yes,only some,,divorced,4.0
,,,,married,2.0
,,only some,,married,1.0
no,no,a great deal,,married,2.0
,,hardly any,,divorced,4.0
yes,yes,only some,,divorced,3.0
yes,yes,,,divorced,2.0
,,a great deal,,married,0.0
,,a great deal,,married,3.0
yes,yes,,,married,2.0
yes,yes,a great deal,,never married,0.0
,,only some,,married,3.0
yes,yes,,,married,1.0
,,a great deal,,married,2.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,2.0
,,only some,,married,2.0
yes,yes,a great deal,,married,1.0
,,only some,,married,5.0
yes,no,only some,,married,3.0
,,only some,,married,0.0
yes,no,a great deal,,married,4.0
yes,yes,,,widowed,0.0
,,a great deal,,married,2.0
,,a great deal,,married,2.0
yes,yes,only some,,married,6.0
yes,yes,,,married,5.0
,,only some,,married,1.0
yes,yes,,,married,5.0
yes,yes,,,widowed,4.0
,,only some,,married,0.0
no,no,only some,,married,2.0
yes,yes,,,married,3.0
no,no,only some,,married,7.0
,,a great deal,,married,5.0
,,a great deal,,divorced,1.0
yes,yes,,,married,0.0
,,hardly any,,widowed,0.0
,,a great deal,,divorced,3.0
yes,no,a great deal,,married,4.0
yes,yes,a great deal,,never married,2.0
yes,no,,,widowed,7.0
,,a great deal,,divorced,2.0
yes,yes,a great deal,,separated,3.0
yes,no,,,never married,0.0
,,only some,,never married,0.0
yes,yes,,,married,0.0
yes,yes,a great deal,,married,0.0
yes,yes,,,divorced,3.0
,,a great deal,,separated,0.0
yes,yes,,,never married,0.0
,,a great deal,,married,4.0
yes,yes,a great deal,,married,3.0
,,only some,,never married,0.0
yes,no,only some,,never married,0.0
,,only some,,married,1.0
yes,yes,a great deal,,married,0.0
yes,no,,,divorced,2.0
,,only some,,married,0.0
yes,yes,a great deal,,married,0.0
yes,yes,,,divorced,0.0
,,a great deal,,married,1.0
yes,yes,only some,,divorced,2.0
yes,yes,,,never married,0.0
,,only some,,separated,2.0
yes,yes,,,never married,0.0
,,only some,,never married,0.0
yes,yes,a great deal,,married,4.0
yes,yes,only some,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,only some,,never married,0.0
yes,yes,,,married,4.0
,,only some,,married,6.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,1.0
,,a great deal,,divorced,5.0
no,no,a great deal,,divorced,1.0
yes,yes,a great deal,,never married,1.0
,,a great deal,,widowed,0.0
yes,no,a great deal,,widowed,6.0
,,only some,,married,2.0
yes,yes,only some,,never married,0.0
yes,yes,,,divorced,2.0
,,a great deal,,divorced,2.0
yes,yes,only some,,married,2.0
,,a great deal,,divorced,1.0
,,only some,,widowed,3.0
,,hardly any,,married,1.0
yes,yes,,,married,2.0
,,only some,,never married,0.0
,,,,married,2.0
,,only some,,never married,0.0
no,no,,,married,2.0
,,only some,,widowed,0.0
yes,yes,a great deal,,married,4.0
yes,yes,,,divorced,1.0
,,,,widowed,3.0
yes,yes,a great deal,,married,1.0
,,,,never married,0.0
,,only some,,widowed,2.0
no,,only some,,married,3.0
yes,yes,,,widowed,5.0
yes,no,a great deal,,married,8.0
,,a great deal,,separated,3.0
yes,no,a great deal,,married,2.0
,,only some,,married,2.0
no,no,,,married,4.0
,,only some,,widowed,8.0
,,only some,,divorced,3.0
yes,no,,,divorced,2.0
,,only some,,never married,2.0
yes,,only some,,divorced,2.0
,,a great deal,,never married,3.0
yes,yes,a great deal,,married,1.0
yes,yes,,,married,2.0
yes,yes,a great deal,,married,1.0
,,a great deal,,separated,2.0
,,hardly any,,divorced,1.0
yes,yes,only some,,never married,0.0
yes,yes,,,married,1.0
,,a great deal,,married,1.0
yes,yes,hardly any,,married,5.0
,,only some,,never married,1.0
yes,yes,a great deal,,married,0.0
yes,no,,,widowed,2.0
,,only some,,married,7.0
yes,yes,a great deal,,married,1.0
yes,yes,,,widowed,4.0
,,only some,,married,3.0
yes,yes,a great deal,,married,6.0
yes,yes,,,married,4.0
,,a great deal,,married,1.0
yes,yes,a great deal,,divorced,2.0
yes,yes,a great deal,,married,0.0
,,a great deal,,never married,0.0
yes,yes,only some,,never married,1.0
yes,yes,,,married,0.0
,,only some,,widowed,2.0
yes,yes,only some,,married,4.0
,,only some,,married,2.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,8.0
yes,yes,only some,,married,2.0
yes,no,only some,,married,4.0
yes,yes,,,divorced,1.0
,,only some,,married,2.0
yes,yes,,,widowed,3.0
,,only some,,married,0.0
,,only some,,married,3.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,4.0
,,only some,,married,3.0
,yes,hardly any,,married,1.0
yes,yes,,,married,2.0
,,a great deal,,widowed,2.0
,,a great deal,,married,6.0
yes,yes,,,widowed,2.0
,,hardly any,,divorced,1.0
yes,yes,only some,,married,2.0
yes,yes,,,separated,2.0
,,only some,,married,2.0
yes,yes,,,married,1.0
yes,yes,,,divorced,1.0
yes,yes,,,divorced,2.0
,,hardly any,,never married,0.0
yes,yes,,,married,1.0
,,a great deal,,married,2.0
yes,yes,a great deal,,married,2.0
yes,yes,only some,,married,2.0
yes,yes,,,married,2.0
,,only some,,married,4.0
,,,,married,
yes,yes,,,married,
,,a great deal,,widowed,0.0
yes,yes,only some,,never married,4.0
yes,,,,married,4.0
yes,yes,only some,,married,3.0
,,only some,,married,3.0
yes,,a great deal,,widowed,0.0
yes,yes,,,never married,2.0
yes,yes,,,married,7.0
,,only some,,divorced,1.0
yes,yes,hardly any,,married,4.0
yes,yes,a great deal,,never married,0.0
no,yes,,,married,8.0
,,only some,,married,1.0
yes,yes,only some,,married,3.0
yes,yes,,,married,1.0
,,only some,,married,5.0
yes,no,only some,,married,2.0
yes,yes,a great deal,,married,1.0
yes,yes,,,married,2.0
yes,yes,only some,,married,4.0
,,only some,,married,0.0
,,only some,,never married,0.0
,yes,,,married,1.0
,,only some,,married,4.0
yes,yes,,,married,2.0
yes,yes,,,married,2.0
,,hardly any,,married,2.0
yes,yes,,,married,1.0
yes,yes,only some,,divorced,0.0
no,yes,,,married,6.0
yes,yes,a great deal,,married,3.0
yes,yes,,,married,1.0
,,a great deal,,married,4.0
yes,yes,a great deal,,widowed,2.0
yes,yes,,,married,2.0
,,a great deal,,married,2.0
yes,yes,,,divorced,1.0
yes,yes,,,married,1.0
,,a great deal,,married,1.0
,no,,,widowed,3.0
,,only some,,married,3.0
,,only some,,separated,4.0
no,no,,,never married,0.0
,,only some,,married,1.0
yes,yes,a great deal,,married,1.0
yes,yes,,,widowed,1.0
yes,yes,only some,,married,2.0
yes,no,,,widowed,3.0
yes,yes,a great deal,,divorced,0.0
yes,yes,,,married,3.0
yes,yes,a great deal,,widowed,8.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
no,no,,,never married,0.0
,,a great deal,,widowed,0.0
yes,yes,only some,,never married,1.0
no,no,,,married,0.0
,,a great deal,,married,3.0
yes,yes,hardly any,,divorced,0.0
yes,yes,,,divorced,2.0
,,only some,,widowed,7.0
no,no,,,married,4.0
,,only some,,divorced,2.0
yes,no,,,married,8.0
yes,yes,,,widowed,2.0
,,only some,,widowed,3.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,widowed,0.0
,,a great deal,,married,0.0
no,no,only some,,married,5.0
,,only some,,never married,0.0
yes,yes,,,widowed,4.0
,,only some,,widowed,6.0
yes,yes,only some,,widowed,4.0
yes,yes,a great deal,,divorced,5.0
yes,yes,,,never married,2.0
,,only some,,married,1.0
yes,yes,a great deal,,never married,2.0
yes,yes,,,widowed,2.0
,,hardly any,,widowed,3.0
yes,yes,,,divorced,3.0
yes,yes,hardly any,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,,,married,2.0
yes,no,,,married,3.0
,,a great deal,,married,3.0
yes,yes,,,married,3.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,married,0.0
yes,yes,hardly any,,widowed,3.0
yes,no,,,divorced,1.0
,,a great deal,,married,0.0
yes,yes,a great deal,,divorced,2.0
yes,yes,,,divorced,0.0
,,a great deal,,never married,0.0
yes,yes,,,never married,1.0
,,hardly any,,widowed,1.0
,,only some,,married,0.0
no,no,hardly any,,married,5.0
yes,yes,,,married,1.0
,,a great deal,,married,2.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,2.0
,,only some,,married,1.0
yes,yes,only some,,married,0.0
yes,yes,,,divorced,0.0
,,only some,,married,2.0
yes,yes,a great deal,,married,2.0
,,only some,,never married,0.0
yes,yes,,,married,0.0
,,only some,,married,0.0
yes,yes,hardly any,,married,5.0
yes,yes,,,married,4.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,divorced,5.0
,,only some,,married,2.0
no,no,hardly any,,widowed,5.0
yes,yes,,,never married,0.0
,,a great deal,,divorced,0.0
yes,yes,hardly any,,married,0.0
yes,yes,,,never married,0.0
,,a great deal,,married,2.0
yes,yes,a great deal,,divorced,1.0
yes,yes,,,married,2.0
,,a great deal,,widowed,3.0
yes,yes,,,married,0.0
yes,yes,only some,,married,0.0
yes,yes,,,never married,0.0
,,only some,,married,4.0
yes,yes,a great deal,,married,0.0
yes,yes,,,married,2.0
,,only some,,married,2.0
yes,yes,,,never married,0.0
,,only some,,divorced,0.0
yes,yes,only some,,never married,0.0
,,only some,,never married,0.0
yes,yes,a great deal,,married,5.0
,,a great deal,,never married,0.0
yes,yes,only some,,married,2.0
yes,yes,,,divorced,6.0
,,hardly any,,married,1.0
yes,yes,only some,,married,3.0
yes,yes,,,married,4.0
yes,yes,only some,,married,2.0
,,,,married,0.0
,,a great deal,,never married,2.0
no,yes,,,divorced,1.0
yes,yes,,,divorced,1.0
yes,yes,a great deal,,married,0.0
yes,yes,,,married,0.0
,,a great deal,,never married,0.0
yes,yes,,,married,5.0
yes,yes,,,married,1.0
,,only some,,never married,0.0
yes,yes,a great deal,,separated,1.0
yes,yes,,,married,2.0
,,only some,,married,1.0
no,no,only some,,never married,0.0
,,only some,,married,0.0
yes,yes,only some,,divorced,3.0
yes,yes,,,never married,0.0
,,only some,,married,0.0
,,a great deal,,married,1.0
yes,yes,a great deal,,divorced,0.0
,,a great deal,,married,4.0
,,only some,,divorced,2.0
yes,yes,,,divorced,2.0
,,only some,,married,2.0
yes,yes,a great deal,,married,0.0
yes,yes,,,married,0.0
yes,yes,a great deal,,divorced,2.0
,,only some,,divorced,1.0
no,no,only some,,divorced,2.0
yes,yes,,,divorced,1.0
yes,yes,,,widowed,1.0
yes,yes,,,married,0.0
,,a great deal,,divorced,0.0
no,no,,,never married,0.0
,,only some,,married,5.0
yes,yes,a great deal,,widowed,2.0
,,only some,,married,3.0
yes,yes,,,divorced,0.0
yes,yes,,,widowed,4.0
yes,yes,a great deal,,married,4.0
yes,yes,,,divorced,2.0
,,only some,,divorced,6.0
yes,no,,,married,3.0
,,only some,,married,1.0
yes,yes,a great deal,,never married,0.0
yes,no,,,married,2.0
,,only some,,never married,0.0
yes,yes,,,divorced,1.0
yes,yes,a great deal,,married,4.0
,,only some,,married,2.0
yes,yes,,,married,2.0
,,only some,,married,3.0
yes,yes,only some,,never married,0.0
yes,yes,,,widowed,2.0
,,only some,,married,3.0
yes,no,only some,,married,0.0
,,a great deal,,never married,0.0
yes,yes,only some,,divorced,7.0
yes,yes,,,married,2.0
,,only some,,never married,0.0
yes,yes,,,divorced,1.0
,,a great deal,,married,6.0
yes,yes,a great deal,,married,3.0
,,only some,,never married,0.0
yes,yes,a great deal,,married,1.0
,,only some,,married,6.0
,no,a great deal,,married,0.0
yes,yes,,,never married,0.0
yes,yes,,,married,2.0
,,a great deal,,married,3.0
,,a great deal,,married,4.0
yes,no,,,married,2.0
,,only some,,married,0.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,0.0
,,hardly any,,widowed,2.0
yes,yes,a great deal,,widowed,1.0
yes,yes,,,divorced,2.0
,,a great deal,,widowed,2.0
yes,yes,only some,,never married,0.0
yes,yes,,,married,3.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,divorced,2.0
,,only some,,divorced,2.0
yes,yes,a great deal,,divorced,0.0
yes,yes,a great deal,,divorced,1.0
yes,no,,,never married,0.0
,,a great deal,,separated,0.0
yes,yes,a great deal,,married,3.0
yes,yes,,,married,2.0
yes,yes,,,divorced,0.0
,,a great deal,,married,6.0
,,a great deal,,married,2.0
yes,yes,only some,,married,6.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,divorced,2.0
yes,yes,,,divorced,2.0
yes,yes,a great deal,,married,2.0
yes,yes,,,never married,1.0
,,a great deal,,married,1.0
yes,no,,,widowed,2.0
,,only some,,married,4.0
yes,yes,only some,,divorced,2.0
yes,yes,,,married,2.0
,,a great deal,,married,2.0
,,a great deal,,married,2.0
yes,yes,,,never married,0.0
,,only some,,married,1.0
yes,no,only some,,married,5.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,divorced,2.0
yes,yes,,,married,3.0
,,a great deal,,married,2.0
yes,yes,only some,,married,2.0
,,only some,,married,3.0
yes,no,a great deal,,never married,0.0
no,yes,,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,divorced,1.0
yes,yes,,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,2.0
yes,yes,,,married,2.0
yes,yes,,,never married,0.0
,,only some,,married,1.0
yes,yes,,,married,4.0
,,only some,,married,2.0
,,a great deal,,divorced,2.0
yes,yes,only some,,married,3.0
yes,yes,,,married,2.0
yes,yes,a great deal,,married,3.0
yes,no,,,married,2.0
yes,yes,only some,,married,5.0
,,only some,,married,2.0
yes,yes,only some,,married,1.0
yes,yes,,,never married,0.0
,,only some,,divorced,1.0
yes,yes,a great deal,,never married,2.0
yes,yes,,,married,4.0
yes,yes,only some,,never married,1.0
yes,yes,,,never married,0.0
yes,yes,hardly any,,married,1.0
,,a great deal,,married,1.0
yes,,only some,,married,0.0
yes,yes,,,divorced,2.0
yes,yes,only some,,married,1.0
yes,yes,,,married,2.0
yes,yes,,,married,2.0
yes,yes,only some,,divorced,3.0
yes,yes,,,never married,0.0
,,a great deal,,divorced,1.0
yes,yes,only some,,never married,0.0
yes,yes,,,married,2.0
,,only some,,married,4.0
yes,yes,a great deal,,never married,0.0
,,a great deal,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,only some,,never married,0.0
yes,yes,,,married,0.0
,,only some,,never married,0.0
yes,no,a great deal,,divorced,4.0
yes,yes,,,separated,4.0
,,only some,,widowed,0.0
yes,yes,only some,,married,3.0
yes,yes,,,married,4.0
,,,,married,2.0
yes,yes,only some,,widowed,2.0
yes,yes,,,divorced,2.0
yes,yes,,,married,2.0
yes,no,,,married,1.0
,,only some,,married,4.0
yes,yes,only some,,married,7.0
yes,yes,,,never married,0.0
,,a great deal,,married,3.0
yes,no,only some,,married,8.0
yes,yes,,,divorced,6.0
,,a great deal,,married,5.0
yes,no,,,married,2.0
,,a great deal,,married,1.0
yes,yes,a great deal,,married,0.0
yes,,,,married,0.0
,,a great deal,,married,0.0
yes,yes,a great deal,,married,0.0
yes,yes,,,married,1.0
,,a great deal,,married,1.0
yes,yes,,,divorced,3.0
yes,yes,only some,,married,1.0
,,a great deal,,married,4.0
yes,,,,widowed,7.0
,,only some,,never married,0.0
yes,yes,a great deal,,married,2.0
,,,,widowed,
,,only some,,married,1.0
yes,yes,only some,,married,1.0
yes,yes,a great deal,,separated,2.0
yes,,,,never married,1.0
,,only some,,married,3.0
yes,yes,a great deal,,married,2.0
,,a great deal,,married,2.0
yes,,,,married,1.0
,yes,a great deal,,married,5.0
yes,yes,,,widowed,3.0
,,only some,,divorced,0.0
yes,yes,only some,,married,2.0
no,yes,,,never married,0.0
,,only some,,married,7.0
yes,yes,a great deal,,never married,0.0
,no,,,married,3.0
,,only some,,married,3.0
no,no,a great deal,,widowed,2.0
yes,yes,,,married,3.0
,,hardly any,,married,2.0
yes,,only some,,divorced,2.0
yes,no,,,married,2.0
,,only some,,married,2.0
,,a great deal,,widowed,3.0
yes,yes,only some,,married,
yes,yes,,,widowed,1.0
,,only some,,married,1.0
yes,yes,a great deal,,married,2.0
,,hardly any,,married,1.0
yes,yes,,,married,4.0
yes,no,a great deal,,married,3.0
yes,yes,,,married,1.0
,,a great deal,,divorced,2.0
yes,yes,a great deal,,widowed,0.0
yes,yes,,,never married,0.0
,,only some,,divorced,4.0
yes,yes,a great deal,,never married,1.0
yes,yes,,,married,1.0
,,a great deal,,widowed,8.0
yes,yes,,,married,2.0
,,only some,,married,4.0
yes,yes,hardly any,,married,3.0
yes,yes,only some,,married,0.0
yes,yes,,,widowed,4.0
,,only some,,married,1.0
yes,yes,only some,,married,2.0
yes,yes,,,never married,0.0
,,a great deal,,never married,0.0
yes,,a great deal,,married,0.0
yes,yes,,,married,2.0
,,a great deal,,widowed,1.0
yes,yes,only some,,married,2.0
yes,yes,,,never married,1.0
,,a great deal,,married,2.0
no,no,a great deal,,married,2.0
yes,yes,,,married,3.0
,,only some,,never married,0.0
yes,yes,a great deal,,divorced,2.0
yes,yes,,,married,2.0
,,only some,,divorced,4.0
yes,yes,only some,,widowed,3.0
yes,yes,,,married,1.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,2.0
,,only some,,widowed,3.0
yes,yes,,,divorced,4.0
,,a great deal,,never married,1.0
yes,yes,a great deal,,married,2.0
yes,yes,only some,,married,4.0
yes,yes,,,married,2.0
,,a great deal,,divorced,1.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,2.0
,,a great deal,,married,1.0
no,no,only some,,married,3.0
no,no,,,widowed,5.0
,,a great deal,,married,4.0
yes,yes,only some,,married,0.0
no,no,,,married,4.0
,,a great deal,,married,4.0
yes,yes,,,married,3.0
,,only some,,widowed,4.0
yes,,only some,,widowed,8.0
,,only some,,married,2.0
yes,yes,a great deal,,married,4.0
yes,yes,,,never married,0.0
,,a great deal,,widowed,2.0
,,only some,,married,1.0
yes,yes,a great deal,,married,1.0
yes,yes,,,married,0.0
,,a great deal,,divorced,3.0
yes,no,only some,,married,3.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,widowed,5.0
,,a great deal,,married,1.0
yes,yes,only some,,never married,0.0
yes,yes,,,widowed,1.0
,,a great deal,,married,1.0
yes,yes,only some,,married,0.0
yes,yes,,,widowed,3.0
,,a great deal,,widowed,1.0
,,only some,,separated,2.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,0.0
,,,,widowed,1.0
yes,yes,only some,,married,3.0
yes,yes,,,married,2.0
,,only some,,divorced,2.0
yes,yes,hardly any,,married,3.0
yes,yes,,,married,2.0
,,only some,,married,1.0
yes,yes,only some,,married,3.0
yes,yes,,,married,3.0
yes,yes,only some,,separated,4.0
yes,yes,,,married,0.0
,,a great deal,,widowed,1.0
yes,yes,a great deal,,married,7.0
yes,,,,married,2.0
,,only some,,widowed,0.0
yes,yes,,,never married,0.0
yes,yes,only some,,never married,0.0
yes,yes,,,widowed,2.0
,,only some,,never married,0.0
,,a great deal,,married,2.0
no,no,a great deal,,widowed,3.0
yes,yes,only some,,widowed,3.0
,,a great deal,,married,4.0
yes,yes,only some,,married,2.0
yes,yes,,,never married,0.0
,,only some,,widowed,2.0
yes,yes,only some,,married,4.0
no,,only some,,separated,4.0
yes,yes,,,married,5.0
,,only some,,married,4.0
yes,yes,only some,,widowed,3.0
,,a great deal,,never married,0.0
yes,yes,only some,,married,3.0
no,yes,,,never married,0.0
,,a great deal,,married,2.0
yes,yes,,,married,2.0
,,a great deal,,married,2.0
yes,yes,only some,,married,2.0
,,a great deal,,divorced,4.0
no,no,,,married,1.0
,,a great deal,,divorced,7.0
no,no,only some,,married,2.0
yes,yes,,,married,2.0
,,a great deal,,married,7.0
,,only some,,married,2.0
,,only some,,married,2.0
no,no,a great deal,,widowed,3.0
no,no,,,widowed,1.0
,,only some,,married,3.0
yes,yes,a great deal,,married,2.0
yes,yes,,,never married,0.0
,,hardly any,,married,1.0
yes,yes,,,divorced,4.0
,,hardly any,,married,2.0
,yes,,,widowed,3.0
,,only some,,divorced,6.0
yes,yes,a great deal,,never married,0.0
,,a great deal,,married,2.0
yes,yes,a great deal,,never married,1.0
yes,yes,,,widowed,0.0
,,a great deal,,married,1.0
yes,no,a great deal,,married,2.0
yes,yes,,,married,1.0
,,only some,,married,1.0
yes,yes,a great deal,,married,5.0
yes,,,,married,8.0
,,a great deal,,never married,1.0
yes,yes,,,married,3.0
yes,yes,,,married,2.0
,,only some,,divorced,3.0
yes,no,only some,,married,4.0
yes,yes,a great deal,,married,1.0
yes,yes,a great deal,,widowed,5.0
yes,yes,,,divorced,2.0
yes,yes,a great deal,,married,2.0
,,only some,,never married,0.0
yes,yes,a great deal,,widowed,0.0
yes,,,,married,4.0
yes,yes,only some,,married,1.0
yes,no,,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,only some,,separated,2.0
yes,yes,,,married,4.0
,,only some,,divorced,2.0
no,no,,,married,3.0
yes,yes,a great deal,,married,5.0
no,yes,,,married,4.0
yes,yes,,,married,1.0
,,a great deal,,married,1.0
yes,yes,only some,,married,2.0
,,a great deal,,married,3.0
yes,yes,a great deal,,married,2.0
yes,yes,,,separated,1.0
,,a great deal,,divorced,1.0
yes,yes,only some,,never married,0.0
yes,yes,,,divorced,1.0
yes,no,a great deal,,separated,7.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,divorced,0.0
yes,yes,only some,,married,2.0
,,a great deal,,widowed,0.0
yes,yes,,,married,0.0
,,only some,,married,3.0
yes,yes,a great deal,,married,5.0
yes,yes,,,married,3.0
,,a great deal,,married,2.0
yes,yes,only some,,married,0.0
yes,yes,,,married,0.0
yes,yes,,,divorced,2.0
yes,yes,,,married,1.0
yes,yes,,,married,2.0
,,a great deal,,married,3.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,3.0
,,only some,,married,3.0
yes,yes,a great deal,,married,0.0
,yes,,,married,3.0
,,only some,,married,1.0
yes,yes,,,married,4.0
,,a great deal,,divorced,2.0
no,no,only some,,widowed,8.0
yes,yes,,,married,0.0
yes,no,a great deal,,married,0.0
yes,yes,,,married,0.0
no,no,hardly any,,married,5.0
,,only some,,divorced,0.0
yes,yes,a great deal,,married,4.0
no,no,,,married,3.0
yes,yes,only some,,married,6.0
yes,yes,hardly any,,married,3.0
yes,yes,,,widowed,6.0
